,eng,fre
861,We've won!,¡Hemos ganado!
862,What's up?,¿Qué hay?
863,Who cares?,¿A quién le importa?
864,Who is he?,¿Quién es él?
865,Who is it?,¿Quién es?
866,Who knows?,Aabe...
867,Who stood?,¿Quién se quedó?
868,Who'll go?,¿Quién irá?
869,Who's Tom?,¿Quién es Tom?
870,Write Tom.,Escribe a Tom.
871,You drive.,Tú maneja.
872,You start.,Tú empieza.
873,You tried.,Lo intentaste.
874,You're OK.,Tú estás perfectamente.
875,You're OK.,Estás perfectamente.
876,Aim higher.,Más alto.
877,Aim higher.,Apuntad más alto.
878,All aboard!,¡Todos a bordo!
879,Am I right?,¿Tengo razón?
880,Am I wrong?,¿Me equivoco?
881,Am I wrong?,¿Estoy equivocada?
882,Answer Tom.,¡Respóndale a Tomás!
883,Answer Tom.,¡Respondele a Tomás!
884,Answer Tom.,¡Respóndanle a Tomás!
885,Are you 18?,¿Tienes dieciocho?
886,Are you 18?,¿Has cumplido dieciocho?
887,Are you OK?,¿Estás bien?
888,Are you in?,¿Te apuntas?
889,Are you in?,¿Estás dentro?
890,Are you up?,¿Estás levantado?
891,Ask anyone.,Pregúntale a cualquiera.
892,Ask anyone.,Preguntadle a cualquiera.
893,Ask anyone.,Pregúntele a cualquiera.
894,Ask anyone.,Pregúntenle a cualquiera.
895,Ask around.,Pregunta por aquí.
896,Ask around.,Pregunta en los alrededores.
897,Be careful.,¡Ten cuidado!
898,Be careful.,¡Sé cuidadoso!
899,Be content.,Estate contento.
900,Be on time.,Llega a tiempo.
901,Be on time.,Llegue a tiempo.
902,Be patient.,Sea paciente.
903,Be serious.,Sé serio.
904,Birds sing.,Los pájaros cantan.
905,Birds sing.,Los pájaros están cantando.
906,Bring food.,Traed comida.
907,Bring help.,Traed ayuda.
908,Bring wine.,Trae vino.
909,Can I come?,¿Puedo ir?
910,Can I come?,¿Puedo venir?
911,Can I come?,¿Puedo acercarme?
912,Can I help?,¿Puedo ayudar?
913,Can I stay?,¿Me puedo quedar?
914,Carry this.,Lleva esto.
915,Check that.,Comprobad eso.
916,Check this.,Comprueba esto.
917,Choose one.,Escoge uno.
918,Come again.,Vuelve otra vez.
919,Come alone.,Ven solo.
920,Come along.,Vente.
921,Come along.,Vénganse.
922,Come early.,Vení temprano.
923,Come early.,Ven temprano.
924,Come early.,Vengan temprano.
925,Come early.,Venga temprano.
926,Come on in!,¡Pásale!
927,Come on in!,¡Pásele!
928,Come on in!,¡Pásenle!
929,Come on in.,Entre.
930,Come on in.,Pase.
931,Come quick!,¡Ven rápido!
932,Come quick!,¡Vení rápido!
933,Come to me.,Ven a mí.
934,Come to me.,Venid a mí.
935,Come to us.,Ven a nosotros.
936,Come to us.,Venid a nosotros.
937,Cut it out!,¡Ya párale!
938,Did Tom go?,¿Fue Tom?
939,Do come in!,¡Pásale!
940,Do come in!,¡Pásele!
941,Do come in!,¡Pásenle!
942,Do come in.,Pasa adentro.
943,Do come in.,Entra de una vez.
944,Do come in.,Entra ya.
945,Do come in.,Métete dentro.
946,Do men cry?,¿Los hombres lloran?
947,Don't come.,No vengas.
948,Don't jump!,¡No saltéis!
949,Don't look.,No miréis.
950,Don't move!,¡No os mováis!
951,Don't move.,No te muevas.
952,Don't move.,No se mueva.
953,Don't move.,No se muevan.
954,Don't sing.,No cantes.
955,Don't sing.,No canten.
956,Don't stop.,No pares.
957,Don't talk!,¡No hables!
958,Don't talk.,No hables.
959,Don't wait.,¡No esperes!
960,Don't wait.,¡No esperen!
961,Don't wait.,No esperes.
962,Don't yell.,No grites.
963,Eat slowly.,Come despacio.
964,Eat slowly.,¡Comé despacio!
965,Fire burns.,El fuego quema.
966,Follow Tom.,Seguilo a Tomás.
967,Follow Tom.,Síguelo a Tomás.
968,Follow Tom.,Sígalo a Tomás.
969,Follow Tom.,Síganlo a Tomás.
970,Follow him.,Síguele.
971,Follow him.,Síguelo.
972,Forget Tom.,Olvidate de Tomás.
973,Forget Tom.,Olvídate de Tomás.
974,Forget Tom.,Olvídese de Tomás.
975,Forget him.,Olvídenlo.
976,Forgive us.,Perdónanos.
977,Forgive us.,Perdónenos.
978,Get a life.,Consíguete una vida.
979,Get inside.,Entra.
980,Get to bed.,Vete a la cama.
981,Give it up.,Déjalo.
982,Go on home.,Vete a casa.
983,Go on home.,Váyase a casa.
984,Go see Tom.,Ve a ver a Tom.
985,Go to work.,Andá a trabajar.
986,God exists.,Dios existe.
987,Have faith.,Ten fe.
988,Have faith.,Tened fe.
989,Have faith.,Tengan fe.
990,Have faith.,Confíen.
991,He ate out.,Él salió a comer.
992,He coughed.,Tosió.
993,He gave in.,Él se rindió.
994,He gave up.,Se rindió.
995,He gave up.,Lo dejó.
996,He gave up.,Cedió.
997,He gave up.,Tiró la toalla.
998,He hung up.,Descolgó.
999,He hung up.,Él cogió el teléfono.
1000,He is a DJ.,Él es DJ.
1001,He is here!,¡Él está aquí!
1002,He is kind.,Él es gentil.
1003,He is kind.,Él es amable.
1004,He is kind.,Él es generoso.
1005,He is mean.,Él es mezquino.
1006,He is tall.,Él es alto.
1007,He laughed.,Él se reía.
1008,He made it.,Lo hizo él.
1009,He made it.,Lo logró.
1010,He made it.,Lo hizo.
1011,He's broke.,Está sin blanca.
1012,He's broke.,Está arruinado.
1013,He's cruel.,Él es cruel.
1014,He's lying.,Él miente.
1015,He's lying.,Él está mintiendo.
1016,He's smart.,Es inteligente.
1017,He's smart.,Él es inteligente.
1018,Here he is!,¡Helo aquí!
1019,Here he is!,¡Aquí está él!
1020,Here it is.,Aquí está.
1021,Here we go.,Aquí vamos.
1022,"Hey, relax.","Hey, cálmate."
1023,Hold still.,Quieto.
1024,Hold still.,Mantente quieto.
1025,How boring!,¡Qué aburrimiento!
1026,How is Tom?,¿Cómo está Tom?
1027,How lovely!,¡Qué bonito!
1028,How lovely!,¡Encantador!
1029,How lovely!,¡Es una preciosidad!
1030,How tragic!,¡Qué trágico!
1031,How's work?,¿Qué tal el trabajo?
1032,How's work?,¿Cómo van las cosas en el trabajo?
1033,Hurry home.,"Rápido, a casa."
1034,Hurry home.,"Corre, vete a casa."
1035,I admit it.,Lo admito.
1036,I am a man.,Soy un hombre.
1037,I am a man.,Soy una persona.
1038,I am bored.,Estoy aburrida.
1039,I am happy.,¡Soy feliz!
1040,I am happy.,¡Estoy feliz!
1041,I am happy.,Yo estoy contento.
1042,I am human.,Yo soy humano.
1043,I am ready.,Estoy listo.
1044,I am tired.,Estoy fisurado.
1045,I broke it.,Yo lo rompí.
1046,I can help.,Yo puedo ayudar.
1047,I can jump.,Puedo saltar.
1048,I can read.,Sé leer.
1049,I can sing.,Puedo cantar.
1050,I can swim.,Sé nadar.
1051,I chuckled.,Solté una risita.
1052,I disagree.,No estoy de acuerdo.
1053,I doubt it.,Lo dudo.
1054,I eat here.,Como aquí.
1055,I eat here.,Yo como aquí.
1056,I eat meat.,Yo como carne.
1057,I envy Tom.,Envidio a Tom.
1058,I envy him.,Lo envidio.
1059,I feel bad.,Me siento mal.
1060,I feel old.,Me siento viejo.
1061,I felt bad.,Me sentía mal.
1062,I found it.,Lo encontré.
1063,I got lost.,Me perdí.
1064,I got sick.,Me puse enfermo.
1065,I hate Tom.,Odio a Tom.
1066,I hate you.,Te detesto.
1067,I have one.,Tengo uno.
1068,I have one.,Yo tengo uno.
1069,I have won.,Gané.
1070,I hear you.,Te oigo.
1071,I help him.,Le ayudo.
1072,I knew Tom.,Conocí a Tom.
1073,I know Tom.,Conozco a Tom.
1074,I know her.,La conozco.
1075,I know him.,Lo conozco.
1076,I know now.,Ahora sé.
1077,I like Tom.,Me agrada Tom.
1078,I like art.,Me gusta el arte.
1079,I like him.,Me gusta él.
1080,I like him.,Él me gusta.
1081,I like tea.,Me gusta el té.
1082,I like you.,Me agradas.
1083,I liked it.,Me gustó.
1084,I love Tom.,Lo amo a Tomás.
1085,I love him.,Yo lo amo.
1086,I love him.,Lo amo.
1087,I love you.,Te quiero.
1088,I love you.,Te amo.
1089,I love you.,¡Te amo!
1090,I love you.,Os amo.
1091,I loved it.,Me encantó.
1092,I miss Tom.,Echo de menos a Tom.
1093,I miss him.,Le echo de menos.
1094,I miss him.,Lo extraño.
1095,I miss you.,Te echo de menos.
1096,I must run.,Tengo que correr.
1097,I need Tom.,Necesito a Tom.
1098,I need ice.,Necesito hielo.
1099,I promised.,Prometí.
1100,I ran home.,Me fui corriendo a casa.
1101,I ran home.,Me apresuré a ir a casa.
1102,I remember.,Me acuerdo.
1103,I remember.,Yo me acuerdo.
1104,I remember.,Yo recuerdo.
1105,I resigned.,Renuncié.
1106,I said yes.,Dije que sí.
1107,I said yes.,Yo decía que sí.
1108,I sat down.,Me senté.
1109,I sat down.,Me sentaba.
1110,I saw that.,Lo vi.
1111,I saw that.,Vi eso.
1112,I saw that.,Veía eso.
1113,I screamed.,Grité.
1114,I screamed.,Yo grité.
1115,I see them.,Los veo.
1116,I see them.,Las veo.
1117,I shot Tom.,Disparé a Tom.
1118,I survived.,Sobreviví.
1119,I think so.,Creo que sí.
1120,I think so.,Eso creo.
1121,I threw up.,Vomité.
1122,I told Tom.,Se lo dije a Tom.
1123,I told Tom.,Se lo he dicho a Tom.
1124,I use this.,Uso esto.
1125,I use this.,Utilizo esto.
1126,I want Tom.,Quiero a Tom.
1127,I want one!,¡Quiero uno!
1128,I want one!,¡Quiero una!
1129,I want one.,Quiero uno.
1130,I want one.,Yo quiero uno.
1131,I was late.,Llegué tarde.
1132,I was sick.,Yo estaba enfermo.
1133,I won't go.,No voy a ir.
1134,I work out.,Yo hago ejercicio.
1135,I wrote it.,Yo lo escribí.
1136,I'd buy it.,Yo lo compraría.
1137,I'll be OK.,Estaré bien.
1138,I'll do it.,Lo haré yo.
1139,I'll do it.,Lo haré.
1140,I'll go in.,Entraré.
1141,I'll go in.,Voy a entrar.
1142,I'm French.,Soy francés.
1143,I'm a hero.,Soy un héroe.
1144,I'm a liar.,Soy un mentiroso.
1145,I'm a twin.,Soy gemelo.
1146,I'm better.,Yo soy mejor.
1147,I'm bushed.,Estoy agotado.
1148,I'm buying.,Estoy comprando.
1149,I'm clumsy.,Soy torpe.
1150,I'm coming.,Ahí voy.
1151,I'm eating.,Estoy comiendo.
1152,I'm faster.,Yo soy más rápido.
1153,I'm greedy.,Soy codicioso.
1154,I'm hiding.,Yo estoy escondido.
1155,I'm hungry!,Ya tengo hambre.
1156,I'm hungry!,Me pica el bagre.
1157,I'm hungry.,Me pica el bagre.
1158,I'm immune.,Soy inmune.
1159,I'm moving.,Me estoy moviendo.
1160,I'm moving.,Me mudaré.
1161,I'm normal.,Soy normal.
1162,I'm scared.,Estoy asustado.
1163,I'm single.,Estoy soltero.
1164,I'm single.,Estoy soltera.
1165,I'm single.,Soy soltero.
1166,I'm skinny.,Estoy flacucho.
1167,I'm sleepy!,¡Tengo sueño!
1168,I'm sleepy!,Tengo sueño.
1169,I'm sleepy.,Tengo sueño.
1170,I'm so fat.,Estoy tan gordo.
1171,I'm so fat.,Estoy tan gorda.
1172,I'm trying.,Lo estoy intentando.
1173,I'm trying.,Me estoy esforzando.
1174,I'm twelve.,Tengo doce años.
1175,I'm twelve.,Tengo doce.
1176,I've eaten.,He comido.
1177,Ignore Tom.,Ignora a Tom.
1178,Ignore him.,No le hagas caso.
1179,Is Tom big?,¿Es grande Tom?
1180,Is Tom fat?,¿Está gordo Tom?
1181,Is Tom fun?,¿Tom es divertido?
1182,Is Tom hot?,¿Tiene calor Tom?
1183,Is Tom ill?,¿Tom está enfermo?
1184,Is Tom mad?,¿Está loco Tom?
1185,Is Tom out?,¿Está fuera Tom?
1186,Is he dead?,¿Está muerto?
1187,Is he tall?,¿Es alto?
1188,Is it free?,¿Es gratis?
1189,Is it good?,¿Está bueno?
1190,Is it here?,¿Es acá?
1191,Is it here?,¿Aquí?
1192,Is it here?,¿Está aquí?
1193,Is it real?,¿Esto es real?
1194,Is it safe?,¿Es seguro?
1195,Is it true?,¿Es verdad?
1196,Is that OK?,¿Vale eso?
1197,Is that OK?,¿Está bien eso?
1198,Is that it?,¿Eso es todo?
1199,Is that it?,¿Es ese?
1200,Is that so?,¿Acaso es así?
1201,Is that so?,¿Es así?
1202,Is this OK?,¿Esto es bueno?
1203,Is this it?,¿Eso es todo?
1204,Is this it?,¿Es este?
1205,It happens.,Eso pasa.
1206,It is cold.,Está frío.
1207,It is mine.,Es mío.
1208,It's Tom's.,Es de Tom.
1209,It's alive.,Está vivo.
1210,It's empty.,Está vacío.
1211,It's great.,Es estupendo.
1212,It's great.,Es grandioso.
1213,It's green.,Es verde.
1214,It's green.,Está verde.
1215,It's magic.,Es magia.
1216,It's my CD.,Es mi CD.
1217,It's night.,Es de noche.
1218,It's night.,Ha anochecido.
1219,It's on me.,Es de parte mía.
1220,It's ready.,Está listo.
1221,It's right.,Vale.
1222,It's right.,Está bien.
1223,It's right.,Es correcto.
1224,It's there.,Está ahí.
1225,It's white.,Es blanco.
1226,It's windy.,Hace viento.
1227,It's yours.,Es suyo.
1228,It's yours.,Es tuyo.
1229,Jesus wept.,Jesús lloró.
1230,Just do it.,Tan sólo hazlo.
1231,Keep it up!,¡Continúa!
1232,Keep it up!,¡Continúe!
1233,Keep notes.,Toma apuntes.
1234,Keep notes.,Tomad apuntes.
1235,Keep notes.,Tomen notas.
1236,Keep quiet!,¡Quédate tranquilo!
1237,Keep quiet!,¡Guarden silencio!
1238,Keep still.,Mantente quieto.
1239,Keep still.,Mantenete quieto.
1240,Keep still.,Manténgase quieto.
1241,Keep still.,Manténganse quietos.
1242,Leave town.,Abandona la ciudad.
1243,Leave town.,Deja la ciudad.
1244,Leave town.,Sal de la ciudad.
1245,Let Tom go.,Deja ir a Tom.
1246,Let Tom in.,Dejar entrar a Tom.
1247,Let him go!,¡Déjale irse!
1248,Let him go.,Deja que se vaya.
1249,Let him in.,Déjalo entrar.
1250,Let him in.,Dejalo entrar.
1251,Let him in.,Déjelo entrar.
1252,Let him in.,Déjenlo entrar.
1253,Let him in.,Dejadlo entrar.
1254,Let me out!,¡Déjame salir!
1255,Let me out!,¡Dejadme salir!
1256,Let me pay.,Deja que pague yo.
1257,Let me see.,Déjame ver.
1258,Let me see.,Déjeme ver.
1259,Let me see.,A ver.
1260,Let's chat.,Charlemos.
1261,Let's chat.,Vamos a charlar.
1262,Let's kiss.,Besémonos.
1263,Let's play.,Juguemos.
1264,Let's quit.,Desistamos.
1265,Let's quit.,Renunciemos.
1266,Let's sing.,Cantemos.
1267,Let's swim.,Nademos.
1268,Let's talk.,Conversemos.
1269,Let's vote.,Votemos.
1270,Let's walk.,Caminemos.
1271,Let's work.,Trabajemos.
1272,Lift it up.,Levántalo.
1273,Look again.,Mirá de nuevo.
1274,Look again.,Mira de nuevo.
1275,Look again.,Mire de nuevo.
1276,Look again.,Miren de nuevo.
1277,Look ahead.,Mirá hacia adelante.
1278,Look ahead.,Mira hacia adelante.
1279,Look ahead.,Mire hacia adelante.
1280,Look ahead.,Miren hacia adelante.
1281,Look at it.,Míralo.
1282,Look at it.,Obsérvalo.
1283,Look at it.,Contémplalo.
1284,Look at me.,Mírame.
1285,Look at us.,Míranos.
1286,Look at us.,Obsérvanos.
1287,Look it up.,Búscalo.
1288,Look it up.,Búsquenlo.
1289,Look there.,Mira allí.
1290,Love lasts.,El amor dura.
1291,Mama cried.,Mamá lloró.
1292,No comment.,Sin comentarios.
1293,No kidding?,¿En serio?
1294,No problem!,¡No hay problema!
1295,No problem!,¡Sin problemas!
1296,No problem.,Ningún problema.
1297,Please sit.,"Por favor, siéntese."
1298,Please sit.,"Por favor, siéntate."
1299,Please sit.,"Por favor, sentaos."
1300,Quiet down.,Baja la voz.
1301,Replace it.,Reemplazadlo.
1302,Say cheese.,Di patata.
1303,Say cheese.,Decid patata.
1304,Say cheese.,Di güisqui.
1305,Say cheese.,Decid güisqui.
1306,Say cheese.,Sonría.
1307,Say please.,"Di ""por favor""."
1308,She is old.,Es vieja.
1309,She smiled.,Sonrió.
1310,She's busy.,Ella está ocupada.
1311,She's nice.,Es guapa.
1312,Sing along.,Canta.
1313,Smell this.,Huele esto.
1314,Smell this.,Olé esto.
1315,Smell this.,Huelan esto.
1316,Smell this.,Oled esto.
1317,Smell this.,Huela esto.
1318,Stand back!,¡Retrocede!
1319,Start here.,Empieza aquí.
1320,Start over.,Empieza de nuevo.
1321,Stay alert.,Mantente alerta.
1322,Stay awake.,Mantente consciente.
1323,Stay awake.,Mantente despierto.
1324,Stay awake.,No te duermas.
1325,Stay close.,Mantente cerca.
1326,Stay close.,No te alejes de aquí.
1327,Stay close.,Quédate a mi vera.
1328,Stay sharp.,Mantente alerta.
1329,Stay still.,No te muevas.
1330,Stay still.,Quieto.
1331,Stay there.,Quédate ahí.
1332,Step aside.,Hazte a un lado.
1333,Step on it!,¡Más rápido!
1334,Stop lying.,Dejá de mentir.
1335,Stop lying.,Dejá de bolacear.
1336,Stop there.,Detente ahí.
1337,Study hard.,Estudia harto.
1338,Take a bus.,Toma un bus.
1339,Take notes.,Toma notas.
1340,Take these.,Llevate estos de aquí.
1341,Take these.,Quédate con estos.
1342,Talk to me!,¡Háblame!
1343,Talk to me!,¡Habla conmigo!
1344,Talk to me!,¡Hablad conmigo!
1345,Taste this.,Prueben esto.
1346,Taste this.,Probá esto.
1347,Taste this.,Prueba esto.
1348,That a boy!,¡Ése es mi chico!
1349,That a boy!,Buen chico.
1350,That hurts.,Eso duele.
1351,That works.,Eso funciona.
1352,That'll do.,Eso valdrá.
1353,That'll do.,Con eso vale.
1354,That'll do.,Eso me vale.
1355,That'll do.,Eso me sirve.
1356,That's Tom.,Ése es Tom.
1357,That's her.,Ésa es ella.
1358,That's her.,Es ella.
1359,That's him.,Ése es él.
1360,That's his.,Eso le pertenece.
1361,That's his.,Eso le pertenece a él.
1362,That's new.,Es nuevo.
1363,That's wet.,Está mojado.
1364,They cheat.,Engañaron.
1365,They cheat.,Hicieron trampas.
1366,They stood.,Se quedaron.
1367,They stood.,Se mantuvieron.
1368,They tried.,Lo intentaron.
1369,They voted.,Ellos votaron.
1370,They voted.,Votaron.
1371,They're in.,Ellos están dentro.
1372,They're in.,Ellas están dentro.
1373,They're in.,Ellos se apuntan.
1374,This is OK.,Esto está bien.
1375,This is OK.,Esto está correcto.
1376,This is it.,Hemos llegado.
1377,This is it.,Este es el fin.
1378,This is it.,Esto es todo.
1379,This is it.,Éste es.
1380,This works.,Esto funciona.
1381,This works.,Esto trabaja.
1382,This'll do.,Esto valdrá.
1383,This'll do.,Con éste vale.
1384,This'll do.,Esto me basta.
1385,Time flies.,El tiempo vuela.
1386,Time is up.,Se acabó el tiempo.
1387,Tom agreed.,Tom convino aquiescente.
1388,Tom agreed.,Tom estuvo de acuerdo.
1389,Tom agrees.,Tomás está de acuerdo.
1390,Tom bit me.,Tom me mordió.
1391,Tom burped.,Tomás eructó.
1392,Tom called.,Tom llamó.
1393,Tom cheats.,Tomás hace trampa.
1394,Tom danced.,Tomás bailó.
1395,Tom dances.,Tom baila.
1396,Tom did it.,Tom lo hizo.
1397,Tom drinks.,Tom bebe.
1398,Tom drinks.,Tom toma.
1399,Tom drives.,Tomás conduce.
1400,Tom failed.,Tom reprobó.
1401,Tom failed.,Tom fracasó.
1402,Tom forgot.,A Tom se le olvidó.
1403,Tom fought.,Tom peleó.
1404,Tom fought.,Tom luchó.
1405,Tom gasped.,Tom soltó un grito ahogado.
1406,Tom gasped.,Tom se quedó sin aliento.
1407,Tom gasped.,Tom dio un grito ahogado.
1408,Tom goofed.,Tom metió la pata.
1409,Tom got up.,Tom se levantó.
1410,Tom helped.,Tom ayudó.
1411,Tom hit me.,Tom me golpeó.
1412,Tom is bad.,Tom es malo.
1413,Tom is big.,Tom es grande.
1414,Tom is fat.,Tom está gordo.
1415,Tom is fun.,Tom es divertido.
1416,Tom is ill.,Tom está malo.
1417,Tom is mad.,Tom está loco.
1418,Tom is new.,Tom es nuevo.
1419,Tom is odd.,Tom es raro.
1420,Tom is old.,Tom es viejo.
1421,Tom is out.,Tom ha salido.
1422,Tom is sad.,Tom está triste.
1423,Tom is shy.,Tom es tímido.
1424,Tom is wet.,Tom está mojado.
1425,Tom jumped.,Tom saltó.
1426,Tom looked.,Tom miró.
1427,Tom moaned.,Tom gimió.
1428,Tom nodded.,Tom asintió.
1429,Tom obeyed.,Tom obedeció.
1430,Tom paused.,Tom se detuvo.
1431,Tom phoned.,Tomás llamó por teléfono.
1432,Tom phoned.,Tomás telefoneó.
1433,Tom prayed.,Tom rezó.
1434,Tom prayed.,Tom rezaba.
1435,Tom saw it.,Tom lo vio.
1436,Tom saw me.,Tom me vio.
1437,Tom saw us.,Tom nos vio.
1438,Tom shaved.,Tom se afeitó.
1439,Tom shaved.,Tom se rasuró.
1440,Tom sighed.,Tom suspiró.
1441,Tom smiled.,Tom sonrió.
1442,Tom snores.,Tom ronca.
1443,Tom stayed.,Tom se quedó.
1444,Tom talked.,Tom charló.
1445,Tom waited.,Tomás esperó.
1446,Tom walked.,Tom caminó.
1447,Tom was OK.,Tom estaba bien.
1448,Tom winked.,Tom hizo un guiño.
1449,Tom winked.,Tom lanzó un guiño.
1450,Tom winked.,Tom guiñó el ojo.
1451,Tom worked.,Tom trabajó.
1452,Tom yawned.,Tom bostezó.
1453,Tom yelled.,Tom gritó.
1454,Tom'll cry.,Tom llorará.
1455,Tom'll die.,Tom morirá.
1456,Tom'll pay.,Tom pagará.
1457,Tom's busy.,Tom está ocupado.
1458,Tom's dead.,Tom ha muerto.
1459,Tom's deaf.,Tom es sordo.
1460,Tom's died.,Tom ha muerto.
1461,Tom's fast.,Tom es rápido.
1462,Tom's free.,Tom es libre.
1463,Tom's glad.,Tom está contento.
1464,Tom's gone.,Tom se ha ido.
1465,Tom's here.,Tom está aquí.
1466,Tom's home.,Tom está en casa.
1467,Tom's hurt.,Tom está herido.
1468,Tom's left.,Tom se ha marchado.
1469,Tom's mean.,Tom es malo.
1470,Tom's safe.,Tom está seguro.
1471,Tom's shot.,Tom fue disparado.
1472,Tom's sick.,Tom está enfermo.
1473,Tom's ugly.,Tom es feo.
1474,Tom's weak.,Tom es débil.
1475,Tom's well.,Tom está bien.
1476,Try it out.,Pruébalo.
1477,Turn it on.,Enciéndelo.
1478,Turn right.,Gira a la derecha.
1479,Was he Tom?,¿Era ése Tom?
1480,Was it fun?,¿Fue divertido?
1481,Was it fun?,¿Era divertido?
1482,Watch this.,Mira esto.
1483,Watch this.,Mirá esto.
1484,Watch this.,Mirad esto.
1485,Watch this.,Mire esto.
1486,Watch this.,Miren esto.
1487,We are men.,Somos hombres.
1488,We buy CDs.,Compramos cedés.
1489,We can pay.,Nosotros podemos pagar.
1490,We can try.,Podemos intentarlo.
1491,We can try.,Podemos probarlo.
1492,We can try.,Podemos probar.
1493,We can win.,Podemos ganar.
1494,We had fun.,Nos divertimos.
1495,We had fun.,Lo pasamos bien.
1496,We laughed.,Nos reímos.
1497,We like it.,Nos gusta.
1498,We love it.,Nos encanta.
1499,We made it.,Lo hicimos.
1500,We must go.,Nos debemos ir.
1501,We must go.,Debemos irnos.
1502,We saw Tom.,Vimos a Tom.
1503,We saw you.,Te vimos.
1504,We saw you.,Te veíamos.
1505,We want it.,Lo queremos.
1506,We'll cook.,Haremos la comida.
1507,We'll fail.,Fracasaremos.
1508,We'll help.,Ayudaremos.
1509,We'll help.,Nosotros ayudaremos.
1510,We'll help.,Echaremos la mano.
1511,We'll sing.,Cantaremos.
1512,We'll wait.,Esperaremos.
1513,We'll wait.,Nosotras esperaremos.
1514,We'll walk.,Nos vamos a caminar.
1515,We'll work.,Trabajaremos.
1516,We're back.,Hemos vuelto.
1517,We're back.,Estamos de vuelta.
1518,We're back.,Hemos regresado.
1519,We're busy.,Estamos ocupados.
1520,We're cold.,Tenemos frío.
1521,We're done.,Terminamos.
1522,We're even.,Estamos a mano.
1523,We're fine.,Estamos bien.
1524,We're here.,Estamos acá.
1525,We're home.,Estamos en casa.
1526,We're lost.,Estamos perdidos.
1527,We're poor.,Somos pobres.
1528,We're rich.,Somos ricos.
1529,We're rich.,Somos ricas.
1530,We're sick.,Estamos hartos.
1531,We're weak.,Somos débiles.
1532,What a day!,¡Pero qué día!
